Frequency (Hz),ASD (cyc/sqrt(Hz))
1.601194426454159725e+01,2.722456461855166807e-07
1.601284426702962804e+01,2.723404313027658296e-07
1.601374426951765884e+01,2.618897659451140346e-07
1.601464427200568963e+01,2.828098998314978139e-07
1.601554427449371687e+01,2.804546725364926763e-07
1.601644427698174766e+01,2.498229621349563773e-07
1.601734427946977846e+01,2.361380273048572016e-07
1.601824428195780925e+01,2.058847977239350504e-07
1.601914428444584004e+01,1.707215403597294505e-07
1.602004428693386728e+01,2.188251863919624206e-07
1.602094428942189808e+01,2.620384909216098681e-07
1.602184429190992887e+01,2.366027160823976114e-07
1.602274429439795966e+01,2.064000982941102013e-07
1.602364429688598690e+01,2.585800274356580775e-07
1.602454429937401770e+01,2.435374076127031217e-07
1.602544430186204849e+01,1.709608293443884091e-07
1.602634430435007928e+01,2.070021110249390276e-07
1.602724430683811008e+01,2.346361170053593744e-07
1.602814430932613732e+01,2.682205074869245545e-07
1.602904431181416811e+01,2.483874311529326600e-07
1.602994431430219890e+01,2.905998549057936557e-07
1.603084431679022970e+01,3.487534665296722765e-07
1.603174431927825694e+01,3.117338446764527612e-07
1.603264432176628773e+01,3.071583342862025304e-07
1.603354432425431852e+01,2.871416947083514916e-07
1.603444432674234932e+01,2.971345536272607861e-07
1.603534432923038011e+01,2.709237261868832183e-07
1.603624433171840735e+01,2.722321224349506421e-07
1.603714433420643815e+01,2.458322013292337278e-07
1.603804433669446894e+01,2.753505743507989118e-07
1.603894433918249973e+01,3.140880895919471538e-07
1.603984434167052697e+01,2.894246833332596082e-07
1.604074434415855777e+01,2.524378210353677411e-07
1.604164434664658856e+01,2.437985790939604447e-07
1.604254434913461935e+01,2.417559260956866723e-07
1.604344435162265015e+01,2.751070170557664905e-07
1.604434435411067739e+01,2.656627145368891431e-07
1.604524435659870818e+01,2.746162608213520653e-07
1.604614435908673897e+01,3.152934669799700957e-07
1.604704436157476977e+01,2.475704881946573921e-07
1.604794436406279701e+01,2.894616740070947845e-07
1.604884436655082780e+01,2.978213369669433567e-07
1.604974436903885859e+01,3.236040111749077018e-07
1.605064437152688939e+01,2.918204934645743478e-07
1.605154437401491663e+01,2.723244770128528585e-07
1.605244437650294742e+01,2.715499926978295664e-07
1.605334437899097821e+01,3.122318944316430919e-07
1.605424438147900901e+01,3.134233323555290830e-07
1.605514438396703980e+01,2.504028875462913146e-07
1.605604438645506704e+01,2.770570900060685141e-07
1.605694438894309783e+01,2.750899930264510767e-07
1.605784439143112863e+01,2.849607038887164323e-07
1.605874439391915942e+01,2.578603843827899359e-07
1.605964439640718666e+01,2.191214475718471635e-07
1.606054439889521745e+01,2.279014997196740335e-07
1.606144440138324825e+01,2.607174564610785245e-07
1.606234440387127904e+01,2.836888711777109553e-07
1.606324440635930983e+01,2.423088321658971223e-07
1.606414440884733708e+01,2.734568097309082045e-07
1.606504441133536787e+01,2.537067863348877118e-07
1.606594441382339866e+01,2.462553783793713914e-07
1.606684441631142946e+01,2.608974139167708633e-07
1.606774441879945670e+01,2.676352776179997908e-07
1.606864442128748749e+01,2.743896996515288266e-07
1.606954442377551828e+01,2.799236794819800502e-07
1.607044442626354908e+01,2.922999575781369314e-07
1.607134442875157987e+01,2.783726814835512654e-07
1.607224443123960711e+01,2.270076588005877688e-07
1.607314443372763790e+01,2.183595112544664892e-07
1.607404443621566870e+01,2.400128771601785332e-07
1.607494443870369949e+01,2.667226600848674699e-07
1.607584444119172673e+01,2.904855214436252550e-07
1.607674444367975752e+01,3.055516645475039727e-07
1.607764444616778832e+01,3.020394443121415588e-07
1.607854444865581911e+01,2.397299681440912426e-07
1.607944445114384635e+01,2.669036687830928180e-07
1.608034445363187714e+01,3.283993271878420991e-07
1.608124445611990794e+01,2.880707057209393622e-07
1.608214445860793873e+01,2.991883611470462478e-07
1.608304446109596952e+01,3.079019495054671497e-07
1.608394446358399676e+01,3.112415883631048825e-07
1.608484446607202756e+01,2.951129283733128115e-07
1.608574446856005835e+01,3.230662740080167207e-07
1.608664447104808914e+01,2.701803876018470074e-07
1.608754447353611639e+01,2.441033482397590720e-07
1.608844447602414718e+01,2.347418646046292254e-07
1.608934447851217797e+01,2.324310172409787103e-07
1.609024448100020876e+01,2.816381645135071959e-07
1.609114448348823956e+01,3.274570579649410587e-07
1.609204448597626680e+01,2.660662945299374841e-07
1.609294448846429759e+01,2.552423403885618254e-07
1.609384449095232839e+01,2.666530566395784222e-07
1.609474449344035918e+01,2.751524172859869683e-07
1.609564449592838642e+01,2.881535067594646251e-07
1.609654449841641721e+01,2.080830440262566701e-07
1.609744450090444801e+01,2.037238081613389414e-07
1.609834450339247880e+01,2.584412327434169941e-07
1.609924450588050959e+01,2.977925523431082857e-07
1.610014450836853683e+01,3.092575847881181814e-07
1.610104451085656763e+01,3.660158268657726950e-07
1.610194451334459842e+01,3.361129545164918710e-07
1.610284451583262921e+01,3.068333517881420632e-07
1.610374451832065645e+01,3.070530983491704875e-07
1.610464452080868725e+01,3.145945649732835776e-07
1.610554452329671804e+01,3.026205710319373237e-07
1.610644452578474883e+01,2.814659052237539837e-07
1.610734452827277963e+01,2.686744162523619932e-07
1.610824453076080687e+01,2.514666926230470806e-07
1.610914453324883766e+01,2.488633636396442784e-07
1.611004453573686845e+01,2.651462781620052817e-07
1.611094453822489925e+01,2.280326801745583945e-07
1.611184454071292649e+01,2.542401417470870969e-07
1.611274454320095728e+01,2.970797422942892902e-07
1.611364454568898807e+01,3.457321462670792973e-07
1.611454454817701887e+01,3.434417324054558714e-07
1.611544455066504611e+01,3.212706306100892709e-07
1.611634455315307690e+01,2.657805488707525872e-07
1.611724455564110770e+01,2.672668207486843645e-07
1.611814455812913849e+01,2.813540942787108340e-07
1.611904456061716928e+01,3.009237066190856021e-07
1.611994456310519652e+01,2.881615130833388736e-07
1.612084456559322732e+01,2.221186634318920152e-07
1.612174456808125811e+01,3.020955411378902504e-07
1.612264457056928890e+01,3.808327423912656909e-07
1.612354457305731614e+01,2.994736080808881322e-07
1.612444457554534694e+01,2.754721540314162893e-07
1.612534457803337773e+01,2.310466758490593973e-07
1.612624458052140852e+01,2.231440073241529462e-07
1.612714458300943932e+01,3.065130029431177646e-07
1.612804458549746656e+01,3.072971232026791007e-07
1.612894458798549735e+01,2.775754932408300328e-07
1.612984459047352814e+01,2.376775621247951560e-07
1.613074459296155894e+01,2.890509934997736453e-07
1.613164459544958618e+01,2.701688340427106260e-07
1.613254459793761697e+01,2.473776962944863457e-07
1.613344460042564776e+01,2.760369115446860126e-07
1.613434460291367856e+01,3.189970354601745530e-07
1.613524460540170935e+01,2.890158744706572369e-07
1.613614460788973659e+01,2.477065463132292932e-07
1.613704461037776738e+01,3.190957935979292173e-07
1.613794461286579818e+01,2.878381500454176166e-07
1.613884461535382897e+01,2.625933895320361470e-07
1.613974461784185621e+01,2.870770738642872967e-07
1.614064462032988700e+01,2.555507644560371926e-07
1.614154462281791780e+01,3.206074932644586367e-07
1.614244462530594859e+01,3.526523098731635260e-07
1.614334462779397583e+01,3.088431800176342194e-07
1.614424463028200663e+01,3.034174210330504463e-07
1.614514463277003742e+01,2.540723294108829004e-07
1.614604463525806821e+01,2.923602466026378935e-07
1.614694463774609900e+01,2.716377411213863068e-07
1.614784464023412625e+01,3.033728662556531416e-07
1.614874464272215704e+01,3.138559226699478550e-07
1.614964464521018783e+01,3.247923527497684656e-07
1.615054464769821863e+01,3.201494287456063711e-07
1.615144465018624587e+01,2.569788295393219210e-07
1.615234465267427666e+01,2.343852491253563969e-07
1.615324465516230745e+01,2.834994463314499409e-07
1.615414465765033825e+01,3.058805537439297454e-07
1.615504466013836904e+01,2.976779307540531989e-07
1.615594466262639628e+01,3.203614801773660124e-07
1.615684466511442707e+01,3.167764941755990843e-07
1.615774466760245787e+01,3.354858121896694144e-07
1.615864467009048866e+01,3.190559016804592660e-07
1.615954467257851590e+01,2.914152268786590318e-07
1.616044467506654669e+01,2.613456301648971689e-07
1.616134467755457749e+01,2.765067412741511229e-07
1.616224468004260828e+01,2.955003346720059365e-07
1.616314468253063907e+01,3.272071893138590560e-07
1.616404468501866631e+01,2.787084911264999413e-07
1.616494468750669711e+01,3.151117780491213580e-07
1.616584468999472790e+01,3.775063807112260316e-07
1.616674469248275869e+01,3.526079865686711653e-07
1.616764469497078593e+01,3.042041792325472870e-07
1.616854469745881673e+01,2.600313908477467242e-07
1.616944469994684752e+01,2.991246365475363675e-07
1.617034470243487831e+01,2.853037229434420213e-07
1.617124470492290911e+01,2.596423996085152270e-07
1.617214470741093635e+01,2.416557549256003993e-07
1.617304470989896714e+01,2.288940547117632898e-07
1.617394471238699794e+01,2.782895151809612042e-07
1.617484471487502873e+01,2.937857412282771738e-07
1.617574471736305597e+01,2.524238409050286443e-07
1.617664471985108676e+01,2.509866351712195267e-07
1.617754472233911756e+01,2.709457402016207144e-07
1.617844472482714835e+01,2.916159514982736856e-07
1.617934472731517559e+01,2.559079529505690689e-07
1.618024472980320638e+01,2.481240612457260465e-07
1.618114473229123718e+01,2.480055196243831435e-07
1.618204473477926797e+01,2.529631200005399292e-07
1.618294473726729876e+01,2.393736141945696480e-07
1.618384473975532600e+01,2.729888644523145547e-07
1.618474474224335680e+01,2.859427890885863424e-07
1.618564474473138759e+01,2.650987991680132690e-07
1.618654474721941838e+01,2.730578067697596337e-07
1.618744474970744562e+01,2.672684368475667118e-07
1.618834475219547642e+01,2.626763908013654316e-07
1.618924475468350721e+01,2.963179343345521456e-07
1.619014475717153800e+01,3.170867231749511216e-07
1.619104475965956880e+01,2.650323473993860156e-07
1.619194476214759604e+01,2.599358597328703202e-07
1.619284476463562683e+01,3.006203171457201466e-07
1.619374476712365762e+01,2.980975768910345593e-07
1.619464476961168842e+01,2.309379658196864672e-07
1.619554477209971566e+01,3.108889178718686303e-07
1.619644477458774645e+01,3.230714860663532633e-07
1.619734477707577724e+01,3.455523095292625868e-07
1.619824477956380804e+01,3.084261027390330812e-07
1.619914478205183883e+01,2.524730433022068079e-07
1.620004478453986607e+01,2.776400373298680529e-07
1.620094478702789687e+01,2.908601560007315009e-07
1.620184478951592766e+01,2.473567797271438262e-07
1.620274479200395845e+01,2.957877223094600185e-07
1.620364479449198569e+01,2.678672711776706956e-07
1.620454479698001649e+01,2.342001497081631435e-07
1.620544479946804728e+01,2.521423511099362324e-07
1.620634480195607807e+01,2.495500951235443430e-07
1.620724480444410531e+01,2.214658145331081040e-07
1.620814480693213611e+01,2.246998138306739653e-07
1.620904480942016690e+01,2.300208398476379311e-07
1.620994481190819769e+01,2.661880573634900770e-07
1.621084481439622849e+01,2.455609723296308276e-07
1.621174481688425573e+01,2.107586521652637212e-07
1.621264481937228652e+01,2.877788686367706466e-07
1.621354482186031731e+01,2.710939186470763667e-07
1.621444482434834811e+01,2.715509633074687435e-07
1.621534482683637535e+01,2.209318628080732020e-07
1.621624482932440614e+01,2.459461921023446145e-07
1.621714483181243693e+01,2.830485384066997203e-07
1.621804483430046773e+01,2.866651896026648721e-07
1.621894483678849852e+01,2.990401264468197696e-07
1.621984483927652576e+01,3.119663331787830251e-07
1.622074484176455655e+01,2.748467302256840931e-07
1.622164484425258735e+01,2.575021370254719144e-07
1.622254484674061814e+01,3.133872189716952288e-07
1.622344484922864538e+01,2.776516107000615260e-07
1.622434485171667617e+01,2.903245359462511654e-07
1.622524485420470697e+01,2.194969630887317783e-07
1.622614485669273776e+01,2.866162623324059052e-07
1.622704485918076855e+01,3.067704751967692635e-07
1.622794486166879580e+01,2.704066622811686284e-07
1.622884486415682659e+01,2.599946817333565471e-07
1.622974486664485738e+01,2.879707010135464976e-07
1.623064486913288818e+01,2.840722378643659317e-07
1.623154487162091542e+01,2.862880356137257392e-07
1.623244487410894621e+01,2.603820594023954002e-07
1.623334487659697700e+01,2.610247062821752244e-07
1.623424487908500780e+01,2.292796118025106100e-07
1.623514488157303859e+01,2.035659392780826122e-07
1.623604488406106583e+01,2.190165390928375940e-07
1.623694488654909662e+01,3.028557985082142666e-07
1.623784488903712742e+01,2.639741729670595214e-07
1.623874489152515821e+01,2.370211747294948020e-07
1.623964489401318545e+01,2.591580967409110756e-07
1.624054489650121624e+01,3.244642217990153845e-07
1.624144489898924704e+01,3.189733624291922526e-07
1.624234490147727783e+01,2.713065645340126516e-07
1.624324490396530507e+01,2.131875042494513786e-07
1.624414490645333586e+01,2.646341433373530017e-07
1.624504490894136666e+01,2.485075733668944689e-07
1.624594491142939745e+01,2.351602780323354550e-07
1.624684491391742824e+01,1.860060460671632933e-07
1.624774491640545548e+01,2.312379789680220436e-07
1.624864491889348628e+01,2.803612151885087878e-07
1.624954492138151707e+01,2.716276570173676449e-07
1.625044492386954786e+01,2.408557136255638623e-07
1.625134492635757510e+01,2.222076419829526400e-07
1.625224492884560590e+01,2.534669096555622248e-07
1.625314493133363669e+01,2.883100291603399139e-07
1.625404493382166748e+01,2.553732507252241303e-07
1.625494493630969828e+01,2.111721259698942657e-07
1.625584493879772552e+01,2.105738853428425906e-07
1.625674494128575631e+01,2.306751523469720796e-07
1.625764494377378711e+01,2.841417800243713616e-07
1.625854494626181790e+01,2.760437753655760430e-07
1.625944494874984514e+01,2.536325898236753223e-07
1.626034495123787593e+01,2.713158823926098969e-07
1.626124495372590673e+01,3.097670652578965396e-07
1.626214495621393752e+01,2.543952066607500489e-07
1.626304495870196831e+01,2.542850381225819554e-07
1.626394496118999555e+01,2.741271434396820373e-07
1.626484496367802635e+01,2.443762266509323692e-07
1.626574496616605714e+01,2.765343150039926331e-07
1.626664496865408793e+01,2.884124838964658236e-07
1.626754497114211517e+01,2.691288489407192169e-07
1.626844497363014597e+01,2.434526034328571746e-07
1.626934497611817676e+01,2.298075453120211887e-07
1.627024497860620755e+01,2.435305214756129123e-07
1.627114498109423479e+01,2.620451226544880985e-07
1.627204498358226559e+01,2.688144257595734014e-07
1.627294498607029638e+01,2.106173584657850200e-07
1.627384498855832717e+01,2.726238465680462783e-07
1.627474499104635797e+01,2.689867688675981700e-07
1.627564499353438521e+01,3.004011657775431128e-07
1.627654499602241600e+01,2.660743344508873355e-07
1.627744499851044679e+01,2.329472186099452735e-07
1.627834500099847759e+01,2.383351514128585904e-07
1.627924500348650483e+01,2.685067231395991670e-07
1.628014500597453562e+01,2.507128936150826216e-07
1.628104500846256641e+01,2.656854880300376774e-07
1.628194501095059721e+01,2.472260982168797731e-07
1.628284501343862800e+01,2.495813654122454468e-07
1.628374501592665524e+01,2.508964592426417690e-07
1.628464501841468604e+01,4.001399284118322747e-07
1.628554502090271683e+01,3.499470330463984175e-07
1.628644502339074762e+01,2.675805332502596883e-07
1.628734502587877486e+01,2.731767793546660662e-07
1.628824502836680566e+01,2.459392215522516351e-07
1.628914503085483645e+01,2.414749557101128033e-07
1.629004503334286724e+01,2.578845178217885109e-07
1.629094503583089804e+01,2.460803246174579031e-07
1.629184503831892528e+01,2.810227855282947690e-07
1.629274504080695607e+01,2.281206284402644679e-07
1.629364504329498686e+01,2.508857585947410701e-07
1.629454504578301766e+01,2.908951543502314887e-07
1.629544504827104490e+01,2.797768257281555838e-07
1.629634505075907569e+01,2.829263524879668481e-07
1.629724505324710648e+01,2.997881938856625957e-07
1.629814505573513728e+01,2.587515355093595245e-07
1.629904505822316807e+01,2.548649258303612399e-07
1.629994506071119531e+01,2.244868157240086720e-07
1.630084506319922610e+01,2.428191254696328670e-07
1.630174506568725690e+01,2.876024591204537835e-07
1.630264506817528769e+01,2.286942068547485198e-07
1.630354507066331493e+01,3.302715062112524149e-07
1.630444507315134572e+01,2.342990862401326429e-07
1.630534507563937652e+01,2.055272143245890804e-07
1.630624507812740731e+01,2.472089538211851167e-07
1.630714508061543455e+01,2.408055003527226562e-07
1.630804508310346534e+01,2.744978105745982196e-07
1.630894508559149614e+01,2.714882112030159832e-07
1.630984508807952693e+01,2.121696041966430856e-07
1.631074509056755772e+01,2.367586694634937285e-07
1.631164509305558497e+01,2.510500681507949429e-07
1.631254509554361576e+01,2.350295254296162805e-07
1.631344509803164655e+01,2.029109433334289491e-07
1.631434510051967735e+01,2.743973556922397500e-07
1.631524510300770459e+01,2.849580419756771543e-07
1.631614510549573538e+01,2.421637250316067222e-07
1.631704510798376617e+01,2.165346020035539768e-07
1.631794511047179697e+01,2.184552399933581269e-07
1.631884511295982776e+01,2.770044241177476510e-07
1.631974511544785500e+01,2.792134919666571683e-07
1.632064511793588579e+01,3.307249631649621447e-07
1.632154512042391659e+01,3.509822900980981470e-07
1.632244512291194738e+01,3.446190277919087733e-07
1.632334512539997462e+01,3.637314474362084119e-07
1.632424512788800541e+01,3.297780976705291857e-07
1.632514513037603621e+01,3.228991100220445755e-07
1.632604513286406700e+01,2.774928968256535200e-07
1.632694513535209779e+01,2.867762285887364503e-07
1.632784513784012503e+01,2.819304899736266908e-07
1.632874514032815583e+01,2.549563107355283221e-07
1.632964514281618662e+01,2.422436593249376830e-07
1.633054514530421741e+01,2.391050473810275617e-07
1.633144514779224465e+01,3.182769106395649617e-07
1.633234515028027545e+01,3.348105471248878520e-07
1.633324515276830624e+01,2.835667513867115792e-07
1.633414515525633703e+01,2.825162267435601297e-07
1.633504515774436427e+01,3.339772135963987356e-07
1.633594516023239507e+01,3.442985446457811930e-07
1.633684516272042586e+01,3.102628031202423392e-07
1.633774516520845665e+01,2.909465837816552260e-07
1.633864516769648745e+01,3.048003596722049846e-07
1.633954517018451469e+01,3.018076623445097036e-07
1.634044517267254548e+01,2.624396694434755112e-07
1.634134517516057628e+01,2.547817286457606911e-07
1.634224517764860707e+01,2.706805580508798911e-07
1.634314518013663431e+01,2.797696436863749361e-07
1.634404518262466510e+01,2.828535637726253670e-07
1.634494518511269590e+01,2.841396299055396101e-07
1.634584518760072669e+01,2.767307617373023417e-07
1.634674519008875748e+01,2.441700130359839609e-07
1.634764519257678472e+01,2.335395161291427493e-07
1.634854519506481552e+01,3.073811952091997050e-07
1.634944519755284631e+01,3.066725112488506919e-07
1.635034520004087710e+01,3.099381728502620165e-07
1.635124520252890434e+01,2.889257520004123226e-07
1.635214520501693514e+01,2.628380712548678532e-07
1.635304520750496593e+01,2.858585403236342339e-07
1.635394520999299672e+01,2.992672621128887658e-07
1.635484521248102752e+01,2.724851772451968224e-07
1.635574521496905476e+01,2.423165954016930918e-07
1.635664521745708555e+01,3.147853810751413533e-07
1.635754521994511634e+01,3.464973566704594830e-07
1.635844522243314714e+01,3.346396669361072399e-07
1.635934522492117438e+01,3.576693780379193021e-07
1.636024522740920517e+01,3.098380966266461469e-07
1.636114522989723596e+01,2.924829125637629589e-07
1.636204523238526676e+01,2.239994747745913727e-07
1.636294523487329755e+01,2.402724858332790197e-07
1.636384523736132479e+01,3.086589681016725156e-07
1.636474523984935558e+01,3.024600087782862700e-07
1.636564524233738638e+01,2.725565134715871322e-07
1.636654524482541717e+01,3.462446010584463021e-07
1.636744524731344441e+01,3.328632170093034398e-07
1.636834524980147521e+01,3.427208185159231000e-07
1.636924525228950600e+01,3.202802682651899480e-07
1.637014525477753679e+01,3.301212956537253974e-07
1.637104525726556403e+01,3.381317951591819198e-07
1.637194525975359483e+01,2.677594967578243719e-07
1.637284526224162562e+01,2.163628620213670337e-07
1.637374526472965641e+01,2.211466156596334668e-07
1.637464526721768721e+01,2.456702822237881886e-07
1.637554526970571445e+01,2.749133597947707233e-07
1.637644527219374524e+01,2.819781916976769414e-07
1.637734527468177603e+01,2.942490086502393797e-07
1.637824527716980683e+01,3.009210035995352233e-07
1.637914527965783407e+01,2.934672778782667733e-07
1.638004528214586486e+01,2.501359469997194239e-07
1.638094528463389565e+01,3.077512552281044764e-07
1.638184528712192645e+01,3.185511431335149124e-07
1.638274528960995724e+01,2.230772401119626183e-07
1.638364529209798448e+01,2.894490418260929725e-07
1.638454529458601527e+01,3.618914759171599402e-07
1.638544529707404607e+01,3.731584880277808365e-07
1.638634529956207686e+01,3.200471342785623921e-07
1.638724530205010410e+01,2.661202731033235549e-07
1.638814530453813489e+01,2.524375701341182726e-07
1.638904530702616569e+01,3.032953595055101851e-07
1.638994530951419648e+01,3.060117658427965338e-07
1.639084531200222727e+01,3.698941297872647489e-07
1.639174531449025451e+01,2.934488094003660488e-07
1.639264531697828531e+01,2.228680534925955190e-07
1.639354531946631610e+01,2.157163471068832087e-07
1.639444532195434689e+01,2.637266411829615893e-07
1.639534532444237414e+01,2.614546257904726370e-07
1.639624532693040493e+01,2.495256626470365821e-07
1.639714532941843572e+01,3.186326021949851355e-07
1.639804533190646652e+01,3.541867494199024320e-07
1.639894533439449376e+01,2.698806168231792188e-07
1.639984533688252455e+01,2.139610115635735364e-07
1.640074533937055534e+01,2.725077892817536213e-07
1.640164534185858614e+01,2.876959370328913950e-07
1.640254534434661693e+01,2.628053980599863879e-07
1.640344534683464417e+01,2.621434793880501030e-07
1.640434534932267496e+01,2.928370308095444270e-07
1.640524535181070576e+01,2.924468849096778373e-07
1.640614535429873655e+01,2.655623661789939007e-07
1.640704535678676379e+01,3.021511497740557927e-07
1.640794535927479458e+01,3.578363238165719841e-07
1.640884536176282538e+01,3.159978736439283540e-07
1.640974536425085617e+01,3.225322953159318847e-07
1.641064536673888696e+01,2.924187018961101091e-07
1.641154536922691420e+01,2.912622896253712746e-07
1.641244537171494500e+01,2.887066591822485614e-07
1.641334537420297579e+01,3.182018925789705889e-07
1.641424537669100658e+01,3.461592591742750530e-07
1.641514537917903382e+01,3.083808545005366371e-07
1.641604538166706462e+01,3.035003028661797249e-07
1.641694538415509541e+01,3.432339331432072351e-07
1.641784538664312620e+01,2.948342703732265178e-07
1.641874538913115700e+01,2.590199246101672128e-07
1.641964539161918424e+01,2.318248763462621453e-07
1.642054539410721503e+01,3.003822995541046767e-07
1.642144539659524582e+01,3.349396255595638580e-07
1.642234539908327662e+01,3.109752672051850289e-07
1.642324540157130386e+01,2.903405410938754918e-07
1.642414540405933465e+01,2.445269684479023334e-07
1.642504540654736545e+01,2.460702126321083496e-07
1.642594540903539624e+01,3.239999130133541013e-07
1.642684541152342703e+01,3.133989908498405202e-07
1.642774541401145427e+01,3.052705162025296529e-07
1.642864541649948507e+01,3.006316130251368548e-07
1.642954541898751586e+01,2.675623317758129681e-07
1.643044542147554665e+01,2.902918449634889193e-07
1.643134542396357389e+01,3.306296452609539891e-07
1.643224542645160469e+01,3.400136853184982702e-07
1.643314542893963548e+01,2.764077795986794079e-07
1.643404543142766627e+01,2.702822973931179731e-07
1.643494543391569351e+01,3.208656531021638148e-07
1.643584543640372431e+01,3.647271920310341118e-07
1.643674543889175510e+01,3.681828121984152330e-07
1.643764544137978589e+01,3.282071498285865614e-07
1.643854544386781669e+01,2.662200286351503090e-07
1.643944544635584393e+01,2.575737900330928163e-07
1.644034544884387472e+01,3.176629357207710459e-07
1.644124545133190551e+01,2.677814114606976891e-07
1.644214545381993631e+01,2.527672415977044617e-07
1.644304545630796355e+01,2.518874846628583844e-07
1.644394545879599434e+01,2.296549014411261684e-07
1.644484546128402513e+01,2.335317521106610197e-07
1.644574546377205593e+01,2.447025140997157640e-07
1.644664546626008672e+01,2.462605555451668536e-07
1.644754546874811396e+01,2.466833027929194498e-07
1.644844547123614475e+01,2.362066443309328586e-07
1.644934547372417555e+01,2.908066576026138524e-07
1.645024547621220634e+01,3.203190430078963273e-07
1.645114547870023358e+01,3.070283042966214677e-07
1.645204548118826438e+01,3.129900888535361490e-07
1.645294548367629517e+01,2.542667981714765178e-07
1.645384548616432596e+01,2.312620022612943685e-07
1.645474548865235676e+01,2.888240774542481333e-07
1.645564549114038400e+01,3.228425149206785032e-07
1.645654549362841479e+01,2.936194078413679621e-07
1.645744549611644558e+01,2.936033090586776991e-07
1.645834549860447638e+01,2.738836442066137805e-07
1.645924550109250362e+01,2.408776212094409363e-07
1.646014550358053441e+01,2.793089755179572775e-07
1.646104550606856520e+01,2.966963607923302171e-07
1.646194550855659600e+01,2.694164309721652900e-07
1.646284551104462324e+01,2.767741635445255821e-07
1.646374551353265403e+01,2.654734467133521040e-07
1.646464551602068482e+01,2.634100461537870991e-07
1.646554551850871562e+01,2.406681721496167069e-07
1.646644552099674641e+01,2.646170383142245522e-07
1.646734552348477365e+01,2.476347496880410213e-07
1.646824552597280444e+01,3.023391770946101641e-07
1.646914552846083524e+01,2.549506910708186332e-07
1.647004553094886603e+01,2.365904080611534501e-07
1.647094553343689327e+01,2.463535304223614112e-07
1.647184553592492406e+01,2.998352058314065529e-07
1.647274553841295486e+01,3.073539983836507157e-07
1.647364554090098565e+01,3.016340089498861617e-07
1.647454554338901644e+01,3.487060963115845405e-07
1.647544554587704368e+01,3.268056500245723158e-07
1.647634554836507448e+01,3.180519826627031814e-07
1.647724555085310527e+01,3.123475638383333515e-07
1.647814555334113606e+01,2.962021482397672624e-07
1.647904555582916331e+01,3.252532781976160260e-07
1.647994555831719410e+01,3.511939866895817152e-07
1.648084556080522489e+01,2.731980870571254176e-07
1.648174556329325569e+01,2.631779805653688525e-07
1.648264556578128648e+01,3.040951507473873155e-07
1.648354556826931372e+01,3.034531745526336300e-07
1.648444557075734451e+01,2.906664087566159269e-07
1.648534557324537531e+01,2.957168783602163857e-07
1.648624557573340610e+01,2.911793343315951448e-07
1.648714557822143334e+01,2.461890790004586721e-07
1.648804558070946413e+01,2.481510282355746116e-07
1.648894558319749493e+01,2.714121468222523852e-07
1.648984558568552572e+01,2.676648085510125346e-07
1.649074558817355651e+01,2.706515218391412637e-07
1.649164559066158375e+01,2.523708064668421442e-07
1.649254559314961455e+01,3.272397337264651608e-07
1.649344559563764534e+01,2.490126940767090601e-07
1.649434559812567613e+01,2.333639621783127096e-07
1.649524560061370337e+01,2.796814441641967255e-07
1.649614560310173417e+01,2.705430883190394769e-07
1.649704560558976496e+01,2.768129206375695935e-07
1.649794560807779575e+01,2.267400312401242162e-07
1.649884561056582299e+01,2.538672100590865040e-07
1.649974561305385379e+01,2.995323511461697636e-07
1.650064561554188458e+01,2.810232782938688072e-07
1.650154561802991537e+01,2.241433000037985991e-07
1.650244562051794617e+01,2.182157594795832513e-07
1.650334562300597341e+01,2.660516068086621223e-07
1.650424562549400420e+01,3.016594757377362270e-07
1.650514562798203499e+01,2.783902273389783731e-07
1.650604563047006579e+01,2.404241757175705611e-07
1.650694563295809303e+01,2.731898524427328113e-07
1.650784563544612382e+01,2.661918523897755231e-07
1.650874563793415462e+01,2.635206233456505380e-07
1.650964564042218541e+01,2.344393426462753082e-07
1.651054564291021620e+01,1.832557063014009005e-07
1.651144564539824344e+01,2.224522765020075569e-07
1.651234564788627424e+01,2.440883565384881493e-07
1.651324565037430503e+01,2.673035786598962910e-07
1.651414565286233582e+01,2.511757828813331249e-07
1.651504565535036306e+01,2.692175394679027381e-07
1.651594565783839386e+01,3.036814979078933309e-07
1.651684566032642465e+01,2.711215439395729319e-07
1.651774566281445544e+01,2.678572778865338390e-07
1.651864566530248624e+01,3.106041678969744500e-07
1.651954566779051348e+01,3.248660516383997774e-07
1.652044567027854427e+01,2.969364535475922503e-07
1.652134567276657506e+01,2.496176880576680267e-07
1.652224567525460586e+01,2.411173336671125528e-07
1.652314567774263310e+01,2.925718440787281101e-07
1.652404568023066389e+01,3.027502713007639409e-07
1.652494568271869468e+01,2.541296378029228264e-07
1.652584568520672548e+01,1.944085749015135709e-07
1.652674568769475272e+01,1.728267655421173760e-07
1.652764569018278351e+01,2.433026924077449710e-07
1.652854569267081430e+01,3.126195521986695849e-07
1.652944569515884510e+01,3.213260314962744149e-07
1.653034569764687589e+01,2.808651632962212154e-07
1.653124570013490313e+01,2.699346791217945648e-07
1.653214570262293392e+01,3.052872285599269004e-07
1.653304570511096472e+01,3.290775213830778898e-07
1.653394570759899551e+01,3.583259873428946678e-07
1.653484571008702275e+01,3.306666541899519769e-07
